title,description,price
"Apartament în casă nouă, în chirie pe termen lung!!!",, 220 € 
Предлагаем аренду квартир и комнат тип студия! На любой период времени,, 220 € 
"Сдаётся! Очень хороший новострой, дорогой, качественный евро ремонт, дорогая мебель, техника.",, 300 € 
Apartament in chirie str.Albisoara,, 380 € 
"Chirie 1 odaie, bloc nou, Centru",, 280 € 
"Apartament în complexul Sky House, Centru!",, 450 € 
"Zonă de parc ! 1 cameră, reparație euro, complet dotat, 290 € !",, 290 € 
"Centru ! 1 cameră, reparație euro, încălzire autonomă, 300 € !",, 300 € 
"Apartament nou după reparație, Rîșcanovca.",, 330 € 
сдам квартиру,, 220 € 
Предлагается посуточно квартира -450л.  в сутки,, 450 MDL 
"300 € Центр. 1-комнатная квартира в новострое. Евроремонт,автономка,кондиционер,мебель, вся техника.",, 300 € 
"Se dă în chirie apartament 1 cameră - 57m2, Sectorul Buiucani 300 Euro.",, 300 € 
Apartamet cu 1odae in cirie,, 200 € 
"Сдается новая ,уютная квартира!",, 290 € 
Сдаю Квартиру,, 130 € 
Chirie Centru,, 220 € 
"Zonă ultra centrală ! Apartament de lux de tip studiou, 56 mp, 450 € !",, 450 € 
Dau in chirie apartament cu o odaie,, 250 € 
Apartament cu 1 cameră pe termen lung,, 170 € 
1-комнатная квартира. Рышкановка. Новострой. Евроремонт. Меблирована. Технически оснащена. 300 €.,, 300 € 
Сдам однокомнатную квартиру в самом центре,, 350 € 
Cдается квартира на длительный срок,, Negociabil 
Сдается однокомнатная квартира долгосрочно от частного лица.,, 230 € 
1 cam cu living din februarie,, 400 € 
Chirie,, 290 € 
1 cam cu living,, 400 € 
"Buiucani,direct de la companie forum prim srlde la 600 euro m2 1 cam, 42 - 44 m2 , zonă de parc",, Negociabil 
"Chirie. Apartament de Lux, 3 odăi plus birou. Bloc de elita, Centru, str.Puskin,1200€",, 1 200 € 
Apartamente direct de la compania de constructie,, Negociabil 
"Super Oferta ! Apartament cu 3 odai, Buiucani, Dansicons",, 56 900 € 
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
28700 euro 2 odai 71 m2,,
"Complexul imobiliar ""Botanic Star 2""",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
Buiucani  29.02.2020  Darea in exploatare !,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"3 odai ,90m2 , 35900Euro",,
Красивая квартира с балконом и большой кухней и комнатой на Рышкановке,, 300 € 
Apartament în chirie pentru o perioadă îndelungată,, 220 € 
Chirie termen lung - apartament cu o camera cu conditii excelente,, 150 € 
"Сдаю квартиру (Новострой, новая квартира)",, 285 € 
"Сдаётся квартира,на длительный срок, с 2-мя  комнатами.",, 250 € 
Buiucani linga padure,, 270 € 
Сдается однокомнатная квартира.,, 400 € 
2 odai la Buiucani pe perioada indelungata,, 270 € 
"Сдаётся квартира, 1- комнатная плюс ливинг, 62 м2, 5 минут от ТЦ Moldova Moll, парк Valea Trafirilor",, 350 € 
Chirie Apartament 1 odaie,, 290 € 
"Apartament in chirie ,,Panoramic,,",, 250 € 
N o u....aparament  nou  cu  intrare  separata la dacia  2,, 230 € 
Сдается квартира на длительный срок,, 270 € 
In chirie pe un timp indelungat,, 300 € 
Se da in chirie pe termen indelungat.,, 200 € 
Сдается однокомнатная квартира,, 2 000 MDL 
Apartament în chirie.,, 150 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
"Aici găsești gazda potrivită!,pe  orice  perioada",, Negociabil 
Сдаю  однокомнатную  квартиру,, 150 € 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
Apartamente pentru orice perioadă de timp!,, 200 € 
Apartament în chirie pentru orice perioadă!!!,, Negociabil 
"СДАМ 1-комнатная,43 кв/м. (без посредников). Около рынка"" Дельфин -200 евро",, 200 € 
Camera mare cu dus.veceu separat pe orice perioada,, Negociabil 
Предлагаем вам 1-комнатную квартиру!!!,, 220 € 
Apartamen -studiou  nou..Nou --2  camere mari cu super  conditii  Testimitianu 37,, 300 € 
Сдаётся новая квартира 1 комнатная в центре!!!,, 250 € 
Nou...Apartament  nou  in  casa noua cu planificare  excelenta,, Negociabil 
"Apartament cu 2 camere,,, conditii  foarte  bune testimitianu 37",, Negociabil 
"Noaptea 350 lei, ziua 450 lei, ora 80 lei! chirie pentru perioadă scurtă!",, 220 € 
Se da in chirie apartament cu o camera in centru,, 1 800 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Chirie Ciocana,, Negociabil 
"Sa da in chirie apartament in casa noua la botanica.cu 3. camere,",, 200 € 
Apartament cu o odaie,, 100 € 
Apartament cu o camera in sectorul centru,, 1 600 MDL 
"Квартира в отличном состоянии, светлая, уютная и теплая.",, 2 500 MDL 
Малосемейка Телецентр,, 1 800 MDL 
Apartament cu o odaie,, 1 600 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 2 000 MDL 
Garsoniera cu mobila cu toate comoditati,, 1 600 MDL 
Dau in chirie garsoniera in sec.Centru,, 1 500 MDL 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 1 600 MDL 
Vă prezentăm un apartament în chirie.,, 100 $ 
Chirie apartament 1 camera,, 140 € 
Сдается,, Negociabil 
Se da in chirie o garsoniera cu balcon,, 1 000 MDL 
Однокомнатная квартира после ремонта.,, 1 800 MDL 
Сдаю 1 комнатную в хорошем состояние.,, 120 € 
Dau in chirie apartament cu o odae pe strada testemitianu 23,, Negociabil 
Se da in chirie apartament cu o camera in centru,, 100 $ 
"Сдам квартиру после ремонта, аккуратным и ответственным.",, 1 600 MDL 
сдам малосемейку семье или девушкам в хорошем состоянии,, 1 200 MDL 
"Cautam gazdasi responsabili, cuminti si desigur curatei",, 1 300 MDL 
Сдаю 1-комнатную квартиру минимум на 3 месяца.,, 1 400 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Аренда помесячно.,, 280 € 
Квартира на Ботанике.,, 200 € 
"лот A0004 - аренда 450 евро/месяц,Кишинев,центр.",, 450 € 
Однокомнатная квартира на долгий срок!,, 250 € 
"Str. Gh Asachi 4, se da in chirie pe termen indelungat , de la proprietar",, 300 € 
Chirie-Stefan cel mare!!!,, Negociabil 
Apartament cu o camera Miorita,, 260 € 
Сдается квартира.,, 340 € 
Сдаем однокомнатную квартиру на 2-3 месяца!,, 230 € 
сдается однокомнатая квартира  Не агенство,, 200 € 
Аренда помесячно.,, 280 € 
Сдается однокомнатная квартира.,, 400 € 
Сдается квартира.,, 340 € 
Apartament cu o camera in stare buna se da in chirie,, 1 700 MDL 
Малосемейка на Чеканах,, 1 100 MDL 
Малосемейка с хорошими условиями,, 1 700 MDL 
Garsoniera cu mobila cu toate comoditatile,, 1 800 MDL 
garsoniera cu toate comoditatile,, 1 000 MDL 
Квартира на Ботанике.,, 200 € 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 250 euro",, 250 € 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 230 euro",, 230 € 
Se da in chirie apartament cu o camera in centru,, 2 200 MDL 
"Centru, str. Armenească. Apartament cu 1 camera 200 euro",, 200 MDL 
Buiucani 55 m2 Proprietar!,, 39 700 € 
"Astercon Grup-sect.Buiucani, 3 camere 82,56 m2, 670 €/m2, prețul 55 315 € cu prima rată 8297 €",, 55 315 € 
"Botanica - Cuza Vodă ( în apropiere de Green Hils ) 80 lei ora , noaptea 380 lei ! 24/24",, 80 MDL 
Buiucani. 2 odai. Darea in exploatare Aprilie 2020! de la 570 euro/m2 / cărămidă rosie!,, 32 600 € 
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"3 odai ,90m2 , 35900Euro",,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
Buiucani  29.02.2020  Darea in exploatare !,,
"Complexul imobiliar ""Botanic Star 2""",,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
28700 euro 2 odai 71 m2,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
"Riscani, str. Florilor. Apartament cu 1 camera bloc nou",, Negociabil 
Уютная квартира на долгий срок.,, 300 € 
Квартира на Ботанике.,, 200 € 
Casa Nou!Apartament odaie Telecentru str.Miorita linga Linella.Pret 250 euro.,, 250 € 
"Dau in chirie apartament cu o odaie pentru o familie sau fete,daca sint educati primesc si baieti.",, 1 600 MDL 
Garsoniera cu mobila cu toate comoditati,, 1 200 MDL 
Квартира сдается с хорошими условиями оплата помесячно,, 1 200 MDL 
Se dă în chirie apartament cu 1 cameră. Apartamentul este dotat cu tehnică de uz casnic.,, 1 800 MDL 
"Apartament 1camera, Buiucani,linga uzina Alfa,170e,nu e agentie",, 170 € 
Сдаю малосемейку,, 800 MDL 
Urgent! Pe timp lung!,, 1 500 MDL 
Срочно!! Сдаю 1-комнатную квартиру не дорого,, 1 700 MDL 
1-комнатная,, 100 € 
Urjent! Apartament cu o camera la 600 lei de persona in sectorul Centru,, 600 MDL 
1-camera cu mobila cu comoditati fara stapin,, 600 MDL 
Se da in chirie apartament cu o camera cu toate conditiile,, 100 € 
В парковой зоне сдается 1-комнатная,, 2 200 MDL 
ОДНОКОМНАТНАЯ КВАРТИРА,, 180 € 
"Chirie,1 odaie,T.Strijca,4600 lei",, 4 600 MDL 
Apartamen cu odaie pentru doua  fete sau familia,, 1 800 MDL 
Сдам в хорошие руки уютную квартиру.,, 1 500 MDL 
Apartament cu o camera in stare buna se da in chirie,, 1 300 MDL 
Квартира в отличном состоянии 100 $,, 100 $ 
apartament in chirie la ciocana 1400 lei,, 1 400 MDL 
"Сдаётся квартира,на длительный срок, с 2-мя  комнатами",, 250 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 1 500 MDL 
Сдаю отличную 1-комнатную квартиру,, 1 500 MDL 
Apartament cu o camera in stare buna se da in chirie sector centru,, 1 700 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 65 € 
Chirie 1-camera 150 euro str. Studenților 3/6,, 150 € 
Сдается однокомнатная квартира.,, 400 € 
Chirie 1-camera 240 euro str. Nicolae Testemițeanu 3/18,, 240 € 
Chirie 1_camera 200 euro str. Armenească 30,, 200 € 
Chirie 1_camera 250 euro str. Nicolae Testemițeanu 21/1,, 250 € 
Se dă în chirie,, 160 € 
Apartament cu 1 odaie,, 300 € 
Уютная квартира на долгий срок.,, 300 € 
"лот A0002 - аренда 250 евро/месяц,Кишинев,центр.",, 250 € 
Уютная квартира на долгий срок.,, 300 € 
Однокомнатная квартира на долгий срок!,, 250 € 
Сдаем однокомнатную квартиру на 2-3 месяца!,, 230 € 
Apartament in chirie 31 August,, 248 € 
Аренда помесячно.,, 280 € 
Сдается квартира.,, 340 € 
"лот A0005 - аренда 450 евро/месяц,Кишинев,центр.",, 450 € 
Casa Nou!Apartament odaie Centru Orasului str.Anestiade linga UNIC.Pret 290 euro.,, 290 € 
Apartament in chirie situat in centrul Chisinaului,, 288 € 
Однокомнатная квартира на долгий срок!,, 250 € 
"Se ofera spre chirie apartament cu 1 camera,+living sec.Botanica,str.Trandafirilor!",, 350 € 
"Se oferă spre сhirie apartament cu 1 camera,sec.Botanica,str.Independentei!",, 320 € 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 1 200 MDL 
Garsoniera cu conditiile bune,, 1 500 MDL 
Dau in chirie garsoniera mobilata cu comoditati,, 900 MDL 
Сдаётся! Очень хорошее месторасположение,, 1 600 MDL 
Garsoniera cu mobila cu toate comoditati 1500 lei,, 1 500 MDL 
Se inchiriaza pe termen lung.,, 75 € 
Чистая уютная квартира. Меблирована с бытовой техникой.,, 1 500 MDL 
Apartament cu 1 camera,, 115 € 
Apartament cu o camera spre inchiriere/ Sector Buiucani str. A. Iulia,, 300 € 
"Se ofera spre chirie apartament cu 1 camera,sec.Centru, str. Lev Tolstoi!",, 450 € 
Chirie casa de lux!!!(Proprietar),, 320 € 
"Sculeanca se da in chirie apartament= luna-200, euro,zi-350lei, ore-100 lei",, 200 € 
Casa Nou!Apartament odaie Centru Orasului str.L.Tolstoi linga Ciuflea.Pret 280 euro.,, 280 € 
"Dau in chirie pe o saptamina si mai mult un apartament cu o camera,se elibereaza pe 18martie",, 250 € 
Apartament  in casa particulara  cu parcare,, 220 € 
Parcare  si apartament  cu 0 camera- lîngă shopping Mall Dova,, 200 € 
Apartament cu o camera in stare buna se da in chirie,, 1 800 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 500 MDL 
В квартире есть все не обходимое для проживания . и техники машина - автомат .утюг. пылесос.,, 1 200 MDL 
1-комнатная квартира в хорошем состоянии,, 1 700 MDL 
Комната сдается порядочным.Можно  студентов,, 1 700 MDL 
se da in chirie garsoniera cu comoditetii,, 1 500 MDL 
Apartament cu o camera in stare buna se da in chirie sector centru,, 100 € 
Garsoniera,, 1 800 MDL 
Уютная 1-комнатная в двух уровнях. Кишинев. Центр,, Negociabil 
Apartament cu 1 odaie in chirie. Telecentru. Bloc nou,, 250 € 
"Cдам 1 комнатную квартиру в центре города,",, 200 € 
Квартира на чеканах.,, 250 € 
сдаю 1-ком. кв. в самом центре за гостиницей National в новострое с индивидуальным отоплением,, 280 € 
Se da in chirie,, 300 € 
2х комнатная чешка (Рышкановка),, 40 900 € 
"Urgent ap. 3-cam. 130m/p, in casa privata, Buiucani,  77000е (+cadou: teren 4.5 ari)",, 77 000 € 
"Ботаника, ул. Буребиста. 3-х комнатная 100 кв.м.",, 62 000 € 
номера в миниотеле 150 леев 3 часа!,, 150 MDL 
"Complexul imobiliar ""Botanic Star 2""",,
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
28700 euro 2 odai 71 m2,,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"3 odai ,90m2 , 35900Euro",,
Buiucani  29.02.2020  Darea in exploatare !,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
In chirie ( Nu este agenție),, 2 200 MDL 
"Сдаю однокомнатную квартиру с удобствами,можно с детьми.",, 90 € 
Se da in chirie apartament cu o  camere cu mobila,, 2 200 MDL 
Сдам однокомнатную квартиру порядочной семье,, 1 500 MDL 
Сдам квартиру в самом центре района,, 1 500 MDL 
"chirie, parc dendrarium 220 euro!",, 220 € 
Blok nou ! Euro reparatie.Apartamentul Dumneavoastra. Botanika str.Cuza-Voda 260 euro.,, 260 € 
1400 lei garsoniera cite 700 lei de persoana fara stapan. Urgent!,, 1 400 MDL 
Se da in chirie apartament cu o camera cu toate conditiile,, 1 600 MDL 
малосемейка для 2-х девушек или пары без детей,, 1 200 MDL 
Срочно.Квартира после ремонта.,, 100 $ 
Apartament cu 1 odaie in chirie. Centru,, 220 € 
Ботаника,, 300 € 
"1 camera, linga Ciuflea, bloc nou, incalzire autonoma",, 250 € 
"Аp. 1 cam. în chirie Chișinău, str.Independentei linga Linella.Pret 200 euro.",, 200 € 
"Blok nou !Euro reparatie!Apartament odaie ,Superb, str.Tecuci linga Ciuflea ,pret 270 euro",, 270 € 
В Кишиневе на Старой Почте сдается 1-комнатная квартира на земле,, 120 € 
"Avem nevoie de gazdasi, -  1000 lei",, 1 000 MDL 
Chirie pe orice perioada,, 80 € 
Сдается 1-комнатная на Ботанике для пары,, 2 100 MDL 
Garsoniera cu comoditatii,, 90 € 
Apartament cu o camera in stare buna se da in chirie,, 1 700 € 
"Сдаю квартиру  со всеми удобствами, шикарные условия",, 1 800 MDL 
"Casa noua, apartament cu o odaie-  280 euro",, 280 € 
De urgenta apartament cu o camera la pret mic 100 $ fara avans.,, 100 $ 
Чистая уютная квартира. Меблирована с бытовой техникой,, 1 800 MDL 
Apartament cu o camera in chirie urgent,, 120 € 
Сдаю однокомнатную 2-м девушкам или паре,, 2 000 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
În chirie pe termen lung,, 210 € 
Chirie apartament cu o cameră lîngă ZityMall!!!,, 150 € 
Cazare în cămin. Место в общежитии.,, 30 MDL 
"Botanica-centru , familiei",, 150 € 
Telecentru.докучаева 1 комнатную 190 евро,, 190 € 
"Apartament în chirie, casa noua, etaj 4, str. Vasile Lupu(complex Astercon)-Direct de la Proprietar",, 240 € 
"Chirie,1 odaie ,Botanica,240",, 240 € 
Spre chirie apartament cu o odaie cu euroreparatie,, 175 € 
"Bloc nou, 1 cameră+ living, reparație euro + mobilă, Râșcani, 350 € !",, 350 € 
"Apartament 1camera, Buiucani,linga uzina Alfa,170,nu e agentie",, 170 € 
"Se oferă spre chirie apartament 1 cameră , Botanica",, 100 € 
1-комнатная квартира помесячно на Рышкановке,, 2 100 MDL 
Garsoniera,, 1 600 MDL 
1-комнатная квартира в хорошем состоянии,, 100 $ 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта",, 2 200 MDL 
se da in chirie garsoniera,, 1 800 MDL 
1-комнатная квартира в хорошем состоянии,, 100 € 
Apartament mic cu o odaie,, 70 € 
se da in chirie  apartament,, 1 000 MDL 
Se da in chirie apartament cu o camera .,, 270 € 
Se da in Chirie apartament,, 250 € 
Cirie! сдаю однокомнатную на телецентре 190 евро.,, 190 € 
Spre Chirie. Apartament cu o odaie. Buiucani. Casă nouă,, 220 € 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
"Str. Gh. Asachi , se da in chirie pe termen indelungat",, 300 € 
всё новое,, Negociabil 
"Сдаётся квартира,на длительный срок, с 2-мя  комнатами",, 250 € 
Квартира в хорошем состоянии,, 180 € 
Chirie-Stefan cel mare!!!,, Negociabil 
Se da in chirie apartament cu o odaie / Сдаю 1 комнатную квартиру,, Negociabil 
Buiucani in casa noua pe perioada indelungata,, 260 € 
"Центр, недорого. Все условия, однокомнатная",, 180 € 
Однокомнатная квартира на долгий срок!,, 250 € 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Chirie pe termen scurt lîngă shopping mall dova!!!,, 450 MDL 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
"Super apartament in chirie, linga Unic",, 250 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 2 000 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Reparație  cismetica  recent finisată,, 150 € 
Se da in chirie pe termen lung...,, 290 € 
Se da in chirie apartament cu o camera in centru,, 2 000 MDL 
Сдаем однокомнатную квартиру!,, 230 € 
chirie in centru pentru domnisoara,, 1 200 MDL 
garsoniera 1500 lei telecentru,, 1 500 MDL 
Apartament mic cu o odaie,, 1 200 MDL 
Сдаю малагаборитную квартиру.,, 1 000 MDL 
1-комнатная квартира в хорошем состоянии 1600 леев,, 1 600 MDL 
"Centru, str. Armenească. Apartament cu 1 camera 200 euro",, 200 € 
Se da in chirie de urgenta apartament mobilat cu odaie,, 2 000 MDL 
2х комнатная чешка (Рышкановка),, 40 900 € 
"Astercon Grup-Buiucani, 2 camere  62,55 m2, de la 760 €/m2, prețul 47538 €, cu prima rată 7131 €",, 47 538 € 
Аренда посуточно I Apartament chirie,, 300 MDL 
Centrul Chișinăului. Intersecția str.Sfatul Țării/Sf.Andrei. Vizavi de Parcul Zaikin.,, 34 900 € 
VASIGUR GRUP - s. CENTRU și BUIUCANI din cărămidă roșie! Alege locuința care te caracterizează!,,
Valea Trandafirilor - Art Urban Grup propune Oferte înteresante!!! Achitare în Rate!,,
"LAGMAR – apartamente noi Centru, Buiucani, Râșcani de la 444 euro/m2",,
URBANCONSTRUCT - TT Complex Rezidențial str. Trandafirilor 13/2.,,
"Complex Ghefest compania Varincom, de la 650 euro/m2.",,
"Complexul imobiliar ""Botanic Star 2""",,
"Однокомнатная квартира по лучшей цене 24900 евро от застройщика, красный кирпич, парк, Kaufland!",,
BERNARDAZZI RESIDENCE - DAT ÎN EXPLOATARE ! Apartamente PREMIUM.,,
Buiucani  29.02.2020  Darea in exploatare !,,
"Complex locativ ""ESTATE ART RESIDENCE"" strada Vorniceni, ESTATE INVEST COMPANY, de la 700 EUR/m2",,
28700 euro 2 odai 71 m2,,
"Complex locativ ""Codru Residence"" 2 odai-45m2,3 odai-54m2! Super pret!",,
"3 odai ,90m2 , 35900Euro",,
Apartamente clasa premium de vânzare! Complex locativ pe str. Paris. Preț special! Reducere!,,
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 250 euro",, 250 € 
"Centru, str. Nicolae Testemițeanu. Apartament cu 1 camera bloc nou 230 euro",, 230 € 
"Riscani, str. Florilor. Apartament cu 1 camera bloc nou",, Negociabil 
"Se da in chirie apartament mobilat, necesara cu toata tehnica cu toate comoditatile.",, 1 600 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 110 € 
Apartament cu o camera in stare buna se da in chirie,, 100 € 
Сдается квартира с евро-ремонтом в самом центре столицы типа студии.,, 110 € 
Urgent casuta pe pamint fara stapin Schinoasa,, 1 200 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Chirie. аренда квартиры  посуточно  на месяц и более. новый ремонт,, Negociabil 
"Сдам квартиру после ремонта, аккуратным и ответственным.",, 2 000 MDL 
Se da in chirie o garsoniera cu balcon,, 1 200 MDL 
"Cдаю 1-комнатную квартиру на 2-ом этаже 5-этажного котельцового дома, середина.",, 1 600 MDL 
Сдаю комнату в центре без хозяина,, 600 MDL 
"Сдаётся квартира, можно с детьми.",, 1 600 MDL 
Сдаю малосемейку 1300 леев,, 1 300 MDL 
"Сдам квартиру после ремонта, аккуратным и ответственным.",, 100 $ 
Однокомнатная квартира с мебелью сдаётся на Ботанике,, 100 $ 
Se da in chirie apartament cu 1 camera,, 3 000 MDL 
Se da in chirie de urgenta apartament mobilat cu odaie,, 1 500 MDL 
Se da in chirie apartament cu o camera in ciocana,, 100 € 
Квартира сдается на хороших условиях,, 1 700 MDL 
Se da in chirie apartament cu o camera in centru,, 1 200 MDL 
Garsoniera cu toate comoditatile,, 1 400 MDL 
Se da in chirie apartament situat pe str Gh Asachi,, 300 € 
Se da in chirie apartament cu o camera pe termen indrlungat,, 270 € 
Apartamen cu odaie 100 euro,, 100 € 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 1 800 MDL 
Сдается квартира с евро-ремонтом в самом центре столицы типа студии.,, 85 € 
Chirie 1-camera 150 euro str. Studenților 3/6,, 150 € 
Сдам однокомнатную квартиру семье или паре,, 1 400 MDL 
Сдаю квартиру,, 500 MDL 
Apartament cu o camera dupa reparatie,, 1 300 MDL 
Сдаю однокомнатную в центре без хозяина,, 700 MDL 
Chirie 1_camera 200 euro str. Armenească 30,, 200 € 
Chirie 1_camera 250 euro str. Nicolae Testemițeanu 21/1,, 250 € 
Chirie 1-camere 230 euro str. Alexandru Vlahuță 38,, 230 € 
Chirie 1-camera 240 euro str. Nicolae Testemițeanu 3/18,, 240 € 
Chirie 1-camere 230 euro str. Alexandru Vlahuță 38,, 230 € 
Сдам квартиру в самом центре района,, 1 700 MDL 
"Хорошие состояние, всё в шаговой доступности",, 1 500 MDL 
De urgenta apartament cu o camera la pret mic 1500 fara avans!,, 1 500 MDL 
Однокомнатная квартира сдается,, 1 800 MDL 
"Botanica, Dacia, Apartament cu 1 odaie - 200e",, 200 € 
chirie,, 150 € 
Apartament în chirie pentru orice perioadă!!!,, Negociabil 
"Nu este agentie,170e",, 170 € 
"Chirie,1 odaie,Anestiade,290 e",, 290 € 
"Dau în chirie apartament cu o odaie, pe termen lung.",, 175 € 
"Dau in chirie apartament cu o odaie pentru o familie sau fete,daca sint educati primesc si baieti.",, 750 MDL 
1-комнатная квартира в хорошем состоянии,, 1 800 MDL 
"1-комнатная квартира для семьи, находится в хорошем районе, чистая, после ремонта.",, 100 € 
Garsoniera cu toate comoditatile,, 1 200 MDL 
"Dau in chirie apartament cu o odaie pentru o familie sau fete,daca sint educati primesc si baieti.",, 1 400 MDL 
Dau în chirie apartament cu o cameră in centru,, 1 300 MDL 
Apartament cu o odaie,, 1 800 MDL 
"Apartament in centru, cu toate comoditatile, mobila, reparatie, tehnica, net",, 2 000 MDL 
"Cдаю 1-комнатную  теплую, уютную,светлую, чистую квартиру",, 80 € 
"Chirie apartament de lux 1 camera, 50m, et.4/10 bloc nou in sectorul Botanica, str.Grenoblea  - 350€",, 350 € 
Se da in chirie apartament cu o odae la Botanica,, 200 € 
Inchiriez   apartament cu 1 camera,, 190 € 
Vand/dau in chirie apartament casa noua,, 32 500 € 
"Сдаю малосемейку со своими удобствами,можно с детьми.",, 1 200 MDL 
Se da in chirie apartament cu o camera in centru,, 1 900 MDL 
Caut urgent gazdash pe timp indelungat familia cu copii sau fete,, 80 € 
1-комнатная квартира после косметического ремонта недорого,, 1 000 MDL 
Dau in chirie apartament cu o camera cu reparatie,, 1 200 MDL 
Se da in chirie apartament cu o camera in centru,, 1 500 MDL 
Garsoniera cu comoditati cu conditiile bune,, 1 200 MDL 
"Уютная, светлая и просторная  после ремонта",, 2 000 MDL 
"Apartamente in chirie. Armeneasca 53, et. 4, of. 8",, Negociabil 
Apartament cu 1 odaie in chirie,, 150 € 
"De la proprietar!!! Apartament - pe ore, noapte, zi, săptămâni, luna",, 250 € 
Apartament cu o odaie in bloc nou.,, 100 € 
Caut urgent gazdash pe timp indelungat familia cu copii sau fete,, 1 300 MDL 
Se da in chirie apartament cu o camera,, 110 € 
"Se oferă spre chirie apartament 1 cameră , Centru",, 90 € 
Euroreparatie! 1 camera !400-euro!,, 400 € 
Euro reparatie! Apartament odaie.,, 1 700 MDL 
